,ID,YEAR,MONTH,REGION,DISTRICT,FACILITY,BCG,PENTA_1,PENTA_2,PENTA_3,MEASLES_1,OPV_4,DPT,TT_1,V_BLUECAP,V_REDCAP,PERIONDNAME
228,229,2018,March,Western 1,Kanifing Municipal ,INB Seena Private Clinic,16,40,20,20,28,8,,6,27,23,March 2018
229,230,2018,March,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,32,54,52,37,36,48,12,,27,152,March 2018
230,231,2018,March,Western 2,Kombo East ,Kafuta Min. Health Centre,79,77,76,71,72,135,104,,92,150,March 2018
231,232,2018,March,Lower River ,Kiang East ,Kaiaf Village OPD,43,28,30,29,30,43,,,28,179,March 2018
232,233,2018,March,Central River,Lower Saloum,Kaur Minor Health Centre,108,114,135,128,118,226,86,,108,291,March 2018
233,234,2018,March,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,50,39,53,44,40,56,40,,49,224,March 2018
234,235,2018,March,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,60,52,82,53,36,130,43,,39,150,March 2018
235,236,2018,March,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,15,21,17,10,14,28,14,,8,41,March 2018
236,237,2018,March,Upper River ,Kantora ,Koina Community Health Centre,45,52,69,67,56,91,39,,27,188,March 2018
237,238,2018,March,Central River,Niamina East ,Kudang Min. Health Centre,117,89,92,114,77,152,93,,117,595,March 2018
238,239,2018,March,Central River,Niani ,Kuntaur Maj. Health Centre,103,89,109,107,94,154,93,,78,321,March 2018
239,240,2018,March,North Bank West,Jokadu ,Kuntaya Min. Health Centre,76,74,84,80,59,115,56,,57,1175,March 2018
240,241,2018,March,Lower River ,Kiang Central ,Kwinella Min. Health Centre,47,43,39,37,34,76,38,,10,171,March 2018
241,242,2018,March,Western 1,Banjul City ,Leman Street RCH Clinic ,20,16,25,24,33,52,10,6,16,920,March 2018
242,243,2018,March,Western 1,Kanifing Municipal ,Mbowen Private clinic,7,22,12,9,19,12,12,11,10,26,March 2018
243,244,2018,March,Lower River ,Kiang West ,MRC Keneba,13,13,5,8,10,16,7,,9,7,March 2018
244,245,2018,March,Western 1,Kanifing Municipal ,New Jeshwang Clinic,32,27,47,31,13,39,27,,31,52,March 2018
245,246,2018,March,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,55,52,52,45,49,102,51,,53,1079,March 2018
246,247,2018,March,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,41,29,25,26,26,53,28,,28,35,March 2018
247,248,2018,March,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,37,58,56,36,42,78,40,3,39,93,March 2018
248,249,2018,March,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,19,167,March 2018
249,250,2018,March,Western 1,Banjul City ,RVTH Polyclinic ,99,68,58,54,45,85,58,5,40,104,March 2018
250,251,2018,March,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,28,38,30,34,25,37,12,,20,125,March 2018
251,252,2018,March,Central River,Sami ,Sami Karantaba Min. Health Center,32,50,56,40,45,56,33,,39,165,March 2018
252,253,2018,March,Western 2,Kombo South ,Sanyang Community Clinic,135,147,121,86,91,128,63,,106,197,March 2018
253,254,2018,March,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,16,19,21,22,17,20,4,,16,55,March 2018
254,255,2018,March,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,241,296,260,241,155,154,127,27,226,407,March 2018
255,256,2018,March,Western 1,Kanifing Municipal ,Sharab medical centre,3,14,9,5,10,2,2,,3,,March 2018
256,257,2018,March,Western 2,Foni Jarrol ,Sintet Health Centre,25,26,25,28,18,39,21,,15,85,March 2018
257,258,2018,March,Lower River ,Jarra West ,Soma Maj. Health Center,120,100,119,94,92,129,48,11,75,379,March 2018
258,259,2018,March,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,20,15,16,19,13,22,9,,5,91,March 2018
259,260,2018,March,Upper River ,Wuli West ,Yorobawol Min. Health Centre,69,96,87,93,46,100,54,,54,171,March 2018
260,261,2018,March,Western 1,Kombo North ,Yundum Village OPD,76,84,87,69,66,66,31,,51,120,March 2018
261,262,2018,April,North Bank West,Upper Niumi ,Albreda Min. Health Centre,48,36,38,38,18,42,31,3,53,179,April 2018
262,263,2018,April,Western 1,Kanifing Municipal ,ASB Private Clinic,97,114,103,84,94,94,7,93,99,76,April 2018
263,264,2018,April,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,54,67,63,104,61,92,90,20,124,334,April 2018
264,265,2018,April,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,75,102,94,95,54,54,52,32,53,98,April 2018
265,266,2018,April,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,,,April 2018
266,267,2018,April,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,60,87,62,80,72,130,47,20,36,118,April 2018
267,268,2018,April,Western 1,Kombo North ,Banjulnding Min. Health Centre,162,162,165,141,101,195,117,52,125,247,April 2018
268,269,2018,April,Central River,Upper Fulladou West ,Bansang RCH Clinic,144,149,160,160,165,278,,46,97,253,April 2018
269,270,2018,April,Upper River ,Basse ,Basse Maj. Health Centre,211,225,263,263,126,194,164,49,84,140,April 2018
270,271,2018,April,Western 2,Kombo Central ,Brikama Maj. Health centre,620,495,450,371,144,580,268,149,375,947,April 2018
271,272,2018,April,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,125,162,153,169,142,262,119,42,162,387,April 2018
272,273,2018,April,Western 1,Kombo North ,Brufut Min. Health Centre,88,87,97,76,62,97,85,17,59,153,April 2018
273,274,2018,April,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,571,386,384,391,216,421,381,205,346,612,April 2018
274,275,2018,April,Lower River ,Jarra East ,Bureng Min. Health Centre,92,46,64,87,73,119,47,25,28,98,April 2018
275,276,2018,April,Western 2,Foni Kansala ,Bwiam General Hospital,75,72,77,69,68,68,59,,81,147,April 2018
276,277,2018,April,Central River,Nianija,Chamen Min. Health Centre,43,35,39,47,36,36,31,10,27,201,April 2018
277,278,2018,April,Central River,Niamina Dankunku,Dankunku Min. Health Centre,44,47,42,44,50,36,24,6,44,196,April 2018
278,279,2018,April,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,82,130,April 2018
279,280,2018,April,Upper River ,Sandu ,Diabugu Min. Health Centre,75,57,72,97,55,102,115,38,97,244,April 2018
280,281,2018,April,North Bank West,Lower Niumi ,Essau Major Health Centre,171,157,154,119,106,187,108,43,118,333,April 2018
281,282,2018,April,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,224,294,341,255,196,379,221,56,258,561,April 2018
282,283,2018,April,North Bank East ,Upper Badibu ,Fara Fenni RCH,144,150,135,119,107,196,111,29,66,711,April 2018
283,284,2018,April,Western 2,Kombo South ,Farato Village OPD,77,100,99,85,130,120,91,22,105,250,April 2018
284,285,2018,April,Upper River ,Kantora ,Fatoto Min. Health Centre,85,94,100,145,76,71,63,34,33,267,April 2018
285,286,2018,April,Upper River ,Wuli East ,Foday Kunda Min. Health Centre,,,,,,,,,,,April 2018
286,287,2018,April,Upper River ,Jimara ,Gambisara Min. Health Centre,164,155,146,158,101,211,91,24,114,670,April 2018
287,288,2018,April,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,50,40,42,41,37,69,35,26,70,,April 2018
288,289,2018,April,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,36,53,45,52,40,77,31,12,29,82,April 2018
289,290,2018,April,Western 1,Kanifing Municipal ,INB Seena Private Clinic,7,22,32,16,21,46,,7,24,20,April 2018
290,291,2018,April,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,52,42,57,48,25,32,29,6,22,219,April 2018
291,292,2018,April,Lower River ,Jarra Central ,Jappineh Village OPD,,,,,,,,,0,0,April 2018
292,293,2018,April,Lower River ,Kiang West ,Jiffarong Clinic,,,,,,,,,0,0,April 2018
293,294,2018,April,Western 2,Kombo East ,Kafuta Min. Health Centre,80,80,78,77,75,75,92,12,57,199,April 2018
294,295,2018,April,Lower River ,Kiang East ,Kaiaf Village OPD,39,38,28,30,18,29,10,6,24,44,April 2018
295,296,2018,April,Central River,Lower Saloum,Kaur Minor Health Centre,98,91,117,126,102,150,136,21,137,362,April 2018
296,297,2018,April,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,46,51,61,57,36,61,16,3,44,181,April 2018
297,298,2018,April,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,67,72,44,65,50,50,41,12,57,259,April 2018
298,299,2018,April,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,11,7,10,7,15,15,11,4,8,47,April 2018
299,300,2018,April,Upper River ,Kantora ,Koina Community Health Centre,44,48,54,60,51,103,69,13,35,176,April 2018
300,301,2018,April,Lower River ,Kiang West ,Kolikunda Clinic,,,,,,,,,0,0,April 2018
301,302,2018,April,Central River,Niamina East ,Kudang Min. Health Centre,76,64,93,91,64,185,72,15,62,65,April 2018
302,303,2018,April,Central River,Niani ,Kuntaur Maj. Health Centre,81,74,92,94,98,128,73,13,70,216,April 2018
303,304,2018,April,North Bank West,Jokadu ,Kuntaya Min. Health Centre,81,102,86,97,76,149,73,8,95,802,April 2018
304,305,2018,April,Lower River ,Kiang Central ,Kwinella Min. Health Centre,54,44,36,34,36,74,28,17,33,192,April 2018
305,306,2018,April,Western 1,Banjul City ,Leman Street RCH Clinic ,20,23,18,23,15,26,8,5,10,26,April 2018
306,307,2018,April,Western 1,Kanifing Municipal ,Mbowen Private clinic,3,9,7,6,8,7,6,15,9,9,April 2018
307,308,2018,April,Lower River ,Kiang West ,MRC Keneba,8,11,12,5,7,10,9,,2,11,April 2018
308,309,2018,April,Western 1,Kanifing Municipal ,New Jeshwang Clinic,32,28,28,46,22,144,27,8,39,38,April 2018
309,310,2018,April,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,61,68,52,52,51,101,58,8,26,168,April 2018
310,311,2018,April,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,29,42,35,30,21,36,19,8,32,164,April 2018
311,312,2018,April,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,48,56,51,48,33,70,54,11,54,125,April 2018
312,313,2018,April,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,18,266,April 2018
313,314,2018,April,Western 1,Banjul City ,RVTH Polyclinic ,113,65,71,67,81,81,,,15,94,April 2018
314,315,2018,April,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,24,39,36,25,27,27,31,,9,81,April 2018
315,316,2018,April,Central River,Sami ,Sami Karantaba Min. Health Center,53,39,54,51,58,80,41,12,45,116,April 2018
316,317,2018,April,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,24,20,26,18,23,41,19,8,19,36,April 2018
317,318,2018,April,Lower River ,Jarra West ,Sare musa Clinic,,,,,,,,,0,0,April 2018
318,319,2018,April,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,210,271,255,226,134,131,187,65,227,304,April 2018
319,320,2018,April,Western 1,Kanifing Municipal ,Sharab medical centre,1,7,3,3,9,1,,,5,4,April 2018
320,321,2018,April,Western 2,Foni Jarrol ,Sintet Health Centre,18,12,13,18,13,34,21,,15,71,April 2018
321,322,2018,April,Lower River ,Jarra West ,Soma Maj. Health Center,114,128,109,118,74,159,85,32,69,44,April 2018
322,323,2018,April,Western 1,Kombo North ,Sukuta Min. Health Centre,239,253,246,215,107,209,130,123,244,354,April 2018
323,324,2018,April,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,20,32,16,16,18,51,33,6,25,86,April 2018
324,325,2018,April,Upper River ,Wuli West ,Yorobawol Min. Health Centre,75,91,42,76,42,59,17,30,35,226,April 2018
325,326,2018,April,Western 1,Kombo North ,Yundum Village OPD,90,58,82,85,67,67,49,19,73,155,April 2018
326,327,2018,May,North Bank West,Upper Niumi ,Albreda Min. Health Centre,24,54,35,36,27,44,24,9,18,147,May 2018
327,328,2018,May,Western 1,Kanifing Municipal ,ASB Private Clinic,110,111,98,79,86,115,29,90,180,242,May 2018
328,329,2018,May,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,57,41,73,61,75,170,108,16,114,226,May 2018
329,330,2018,May,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,55,86,90,83,63,125,60,50,88,108,May 2018
330,331,2018,May,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,,,May 2018
331,332,2018,May,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,76,84,81,79,65,129,60,12,56,157,May 2018
332,333,2018,May,Western 1,Kombo North ,Banjulnding Min. Health Centre,163,186,155,163,102,211,129,57,153,193,May 2018
333,334,2018,May,Central River,Upper Fulladou West ,Bansang RCH Clinic,130,184,153,143,129,260,142,100,122,190,May 2018
334,335,2018,May,Upper River ,Basse ,Basse Maj. Health Centre,222,186,170,175,215,374,129,100,185,215,May 2018
335,336,2018,May,Western 2,Kombo Central ,Brikama Maj. Health centre,552,494,450,422,271,571,345,119,438,826,May 2018
336,337,2018,May,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,120,115,128,145,114,241,88,40,115,228,May 2018
337,338,2018,May,Western 1,Kombo North ,Brufut Min. Health Centre,86,81,72,103,57,104,48,13,66,120,May 2018
338,339,2018,May,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,520,483,460,493,295,606,318,195,350,964,May 2018
339,340,2018,May,Lower River ,Jarra East ,Bureng Min. Health Centre,62,71,69,60,93,167,60,20,33,102,May 2018
340,341,2018,May,Western 2,Foni Kansala ,Bwiam General Hospital,56,60,65,69,30,117,56,16,72,204,May 2018
341,342,2018,May,Western 2,Kombo Central ,Catholic Mission Mobile Clinic,13,19,20,20,13,13,13,,17,43,May 2018
342,343,2018,May,Central River,Nianija,Chamen Min. Health Centre,35,32,34,43,37,80,43,9,11,162,May 2018
343,344,2018,May,Central River,Niamina Dankunku,Dankunku Min. Health Centre,50,49,46,41,47,121,53,10,36,176,May 2018
344,345,2018,May,Upper River ,Jimara ,Demba Kunda Koto Village OPD,54,45,63,57,50,60,50,22,66,120,May 2018
345,346,2018,May,Upper River ,Sandu ,Diabugu Min. Health Centre,71,85,65,82,64,236,140,30,98,167,May 2018
346,347,2018,May,North Bank West,Lower Niumi ,Essau Major Health Centre,136,142,141,137,87,183,,31,109,199,May 2018
347,348,2018,May,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,174,300,319,309,217,214,,75,212,475,May 2018
348,349,2018,May,North Bank East ,Upper Badibu ,Fara Fenni RCH,138,159,190,143,81,135,70,20,125,870,May 2018
349,350,2018,May,Western 2,Kombo South ,Farato Village OPD,61,81,100,75,59,59,82,27,83,191,May 2018
350,351,2018,May,Upper River ,Kantora ,Fatoto Min. Health Centre,90,90,102,107,70,136,70,56,81,253,May 2018
351,352,2018,May,Upper River ,Wuli East ,Foday Kunda Min. Health Centre,,,,,,,,,,,May 2018
352,353,2018,May,Upper River ,Jimara ,Gambisara Min. Health Centre,113,115,101,120,126,232,115,44,146,320,May 2018
353,354,2018,May,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,25,43,39,35,35,73,55,21,33,23,May 2018
354,355,2018,May,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,29,47,57,50,47,115,40,6,51,151,May 2018
355,356,2018,May,Western 1,Kanifing Municipal ,INB Seena Private Clinic,14,19,29,33,17,35,,4,35,55,May 2018
356,357,2018,May,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,27,29,35,107,42,87,45,4,29,215,May 2018
357,358,2018,May,Western 2,Kombo East ,Kafuta Min. Health Centre,81,79,77,95,77,149,73,25,72,163,May 2018
358,359,2018,May,Lower River ,Kiang East ,Kaiaf Village OPD,23,36,30,30,32,40,9,8,8,106,May 2018
359,360,2018,May,Central River,Lower Saloum,Kaur Minor Health Centre,110,97,95,112,116,287,162,39,110,269,May 2018
360,361,2018,May,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,60,68,58,71,53,104,51,13,47,283,May 2018
361,362,2018,May,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,46,55,62,53,35,102,69,20,59,58,May 2018
362,363,2018,May,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,11,11,10,13,15,15,11,7,7,54,May 2018
363,364,2018,May,Upper River ,Kantora ,Koina Community Health Centre,51,27,42,40,45,87,40,10,51,75,May 2018
364,365,2018,May,Central River,Niamina East ,Kudang Min. Health Centre,68,91,60,102,70,177,86,32,98,106,May 2018
365,366,2018,May,Central River,Niani ,Kuntaur Maj. Health Centre,105,84,77,97,87,155,126,31,78,134,May 2018
366,367,2018,May,North Bank West,Jokadu ,Kuntaya Min. Health Centre,68,86,101,85,63,139,90,20,131,760,May 2018
367,368,2018,May,Lower River ,Kiang Central ,Kwinella Min. Health Centre,57,50,49,48,42,62,39,17,23,135,May 2018
368,369,2018,May,Western 1,Banjul City ,Leman Street RCH Clinic ,15,25,28,14,20,29,7,9,16,18,May 2018
369,370,2018,May,Western 1,Kanifing Municipal ,Mbowen Private clinic,8,15,7,7,19,19,9,10,12,6,May 2018
370,371,2018,May,Lower River ,Kiang West ,MRC Keneba,10,13,10,8,4,10,7,3,8,12,May 2018
371,372,2018,May,Western 1,Kanifing Municipal ,New Jeshwang Clinic,23,31,23,31,17,29,18,7,12,19,May 2018
372,373,2018,May,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,56,49,53,51,52,101,63,5,60,207,May 2018
373,374,2018,May,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,23,26,35,36,17,31,18,2,31,145,May 2018
374,375,2018,May,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,17,40,46,44,25,73,42,17,59,126,May 2018
375,376,2018,May,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,36,318,May 2018
376,377,2018,May,Western 1,Banjul City ,RVTH Polyclinic ,130,57,59,62,55,55,,39,59,122,May 2018
377,378,2018,May,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,28,21,38,29,19,37,28,7,27,90,May 2018
378,379,2018,May,Central River,Sami ,Sami Karantaba Min. Health Center,67,31,40,37,30,41,30,19,39,233,May 2018
379,380,2018,May,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,18,28,26,16,17,23,24,5,17,45,May 2018
380,381,2018,May,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,188,233,265,116,163,164,143,62,228,384,May 2018
381,382,2018,May,Western 1,Kanifing Municipal ,Sharab medical centre,9,,4,6,2,2,3,,4,4,May 2018
382,383,2018,May,Western 2,Foni Jarrol ,Sintet Health Centre,32,22,13,15,23,38,15,,36,38,May 2018
383,384,2018,May,Lower River ,Jarra West ,Soma Maj. Health Center,95,121,133,132,112,185,82,38,126,324,May 2018
384,385,2018,May,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,14,23,24,14,8,13,5,4,18,84,May 2018
385,386,2018,May,Upper River ,Wuli West ,Yorobawol Min. Health Centre,85,80,76,50,96,145,72,34,50,261,May 2018
386,387,2018,May,Western 1,Kombo North ,Yundum Village OPD,63,77,77,89,36,36,59,59,108,141,May 2018
387,388,2018,June,North Bank West,Upper Niumi ,Albreda Min. Health Centre,38,35,47,42,41,65,22,7,27,163,June 2018
388,389,2018,June,Western 1,Kanifing Municipal ,ASB Private Clinic,108,86,87,86,76,109,33,62,107,83,June 2018
389,390,2018,June,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,94,72,72,90,90,242,86,63,115,340,June 2018
390,391,2018,June,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,91,68,96,98,79,145,55,21,84,127,June 2018
391,392,2018,June,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,,,June 2018
392,393,2018,June,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,55,59,64,66,59,112,53,17,70,141,June 2018
393,394,2018,June,Western 1,Kombo North ,Banjulnding Min. Health Centre,132,139,164,132,103,103,74,40,193,214,June 2018
